longitude,latitude,ObsEasting,ObsNorthing,ObsUpwarding,CalcEasting,CalcNorthing,CalcUpwarding
(deg),(deg),(m),(m),(m),(m),(m),(m)
     138.176745,      34.849413,       0.042700,       0.029600,      -0.052600,       0.125708,       0.031300,      -0.032184
     140.077573,      38.197543,       1.348200,      -0.231500,      -0.009400,       1.653765,      -0.343611,      -0.113891
     142.292258,      44.990504,       0.027000,       0.007600,      -0.034300,       0.019829,      -0.021368,      -0.021456
     131.327615,      32.684833,       0.002200,       0.012000,       0.001300,       0.030567,       0.004788,      -0.002214
     132.995423,      35.195613,       0.029600,       0.018300,      -0.014800,       0.070892,       0.005798,       0.002516
     127.760365,      26.312714,       0.013400,      -0.000500,       0.008200,       0.006241,       0.001060,      -0.002805
     141.376210,      40.676398,       0.272000,      -0.311900,       0.004100,       0.724080,      -0.581968,      -0.110648
     139.365969,      35.800802,       0.183800,       0.055700,      -0.024000,       0.420927,       0.075902,      -0.094982
     142.567035,      43.165047,       0.008100,      -0.028400,       0.011500,       0.037123,      -0.042046,      -0.042872
     132.999232,      32.991232,       0.011600,       0.025000,       0.055400,       0.036845,       0.006473,      -0.004216
     141.400853,      39.012107,       2.863100,      -1.470700,      -0.314400,       3.524827,      -1.214096,      -0.699197
     137.110232,      35.367372,       0.075300,       0.017300,      -0.021600,       0.153305,       0.025378,      -0.012200
     143.901986,      43.101691,       0.009000,      -0.012200,      -0.011400,       0.011759,      -0.003349,      -0.051615
     130.079271,      33.503037,      -0.003300,       0.022800,       0.045300,       0.033963,       0.003815,       0.000232
     137.575492,      34.937675,       0.054000,       0.017300,       0.018500,       0.127004,       0.027588,      -0.021741
     135.087646,      35.419525,       0.042100,       0.023100,       0.020500,       0.106714,       0.011499,       0.000292
     143.461144,      42.551647,       0.022900,      -0.002800,      -0.017700,       0.023716,      -0.014742,      -0.065834
     132.851576,      34.811603,       0.028600,       0.021300,       0.009500,       0.062906,       0.006314,       0.001194
     137.943807,      35.923580,       0.129700,       0.027100,      -0.014700,       0.259797,       0.033594,      -0.017803
     136.831877,      34.904385,       0.046600,       0.028000,      -0.005800,       0.113171,       0.021723,      -0.013407
     135.906165,      34.939602,       0.041000,       0.017800,      -0.013900,       0.101142,       0.016290,      -0.006459
     133.341290,      34.612201,       0.032500,       0.002700,      -0.013100,       0.063420,       0.007597,      -0.000203
     135.172288,      34.686988,       0.046000,       0.030100,       0.016800,       0.082226,       0.012871,      -0.004588
     141.572589,      38.902859,       3.646400,      -1.771100,      -0.637100,       4.164904,      -1.328767,      -0.983865
     145.186094,      44.019183,       0.012600,       0.007400,      -0.000400,      -0.000843,       0.004222,      -0.033988
     139.686345,      37.326210,       0.820100,       0.014600,      -0.036700,       1.105224,      -0.077692,      -0.103965
     136.908772,      37.226436,       0.188000,       0.033800,       0.014400,       0.293997,      -0.010352,       0.015643
     141.730671,      42.983253,       0.008500,      -0.047700,      -0.003600,       0.065538,      -0.078148,      -0.034400
     139.204867,      35.428518,       0.108200,       0.037900,      -0.021600,       0.255779,       0.065307,      -0.068066
     130.903232,      30.398676,      -0.037500,       0.012100,      -0.048700,       0.015988,       0.002976,      -0.004017
     134.049179,      34.051500,       0.020900,       0.005000,      -0.001200,       0.057188,       0.009193,      -0.003774
     140.337371,      35.421126,       0.095400,      -0.001600,      -0.021400,       0.247473,       0.016055,      -0.088359
     132.575440,      34.340353,       0.023800,       0.012800,      -0.000300,       0.053548,       0.006350,      -0.000054
     139.253348,      38.465392,       0.712900,      -0.146200,       0.073900,       0.951961,      -0.214312,       0.017014
     135.608881,      35.462714,       0.064100,      -0.000500,      -0.010300,       0.119369,       0.013899,      -0.001113
     140.174264,      36.263269,       0.435000,       0.101800,      -0.078000,       1.027402,      -0.077066,      -0.408006
     136.728752,      35.405134,       0.082500,       0.025100,       0.005400,       0.144868,       0.021803,      -0.008173
     142.409610,      43.738523,      -0.001800,      -0.006200,      -0.006800,       0.030815,      -0.034604,      -0.032989
     137.369515,      36.736958,       0.178000,       0.027300,       0.000100,       0.303640,       0.006947,       0.005147
     139.764616,      32.463502,      -0.003900,      -0.007400,      -0.032600,       0.003409,      -0.002610,      -0.034668
     136.772705,      37.000719,       0.157800,       0.005300,       0.013300,       0.266556,      -0.002801,       0.012521
     130.216661,      32.712291,      -0.010600,       0.048600,       0.105200,       0.028659,       0.003999,      -0.001087
     137.680777,      34.752041,       0.042200,       0.013300,       0.013000,       0.112606,       0.026232,      -0.024313
     140.466487,      37.683308,       1.738600,      -0.144000,      -0.068800,       2.116447,      -0.223025,      -0.397311
     142.021781,      44.916065,       0.029100,      -0.004700,      -0.041800,       0.022717,      -0.025092,      -0.020648
     132.507321,      35.185954,       0.021700,       0.011900,      -0.003700,       0.065797,       0.004895,       0.002835
     127.677633,      26.194577,       0.008600,      -0.025900,      -0.003000,       0.006100,       0.001032,      -0.002777
     131.148867,      32.456640,       0.023900,       0.057700,       0.039300,       0.028445,       0.004546,      -0.002349
     144.496498,      43.149392,       0.003200,       0.020600,      -0.017700,       0.003294,       0.005265,      -0.049189
     132.703727,      32.840607,       0.007800,       0.034900,      -0.014900,       0.034552,       0.006030,      -0.003950
     140.990581,      38.815342,       2.618400,      -1.011400,       0.393800,       2.727821,      -0.953100,      -0.375355
     130.097219,      33.292003,      -0.005800,       0.017400,       0.016600,       0.032468,       0.003891,      -0.000125
     141.148523,      38.995463,       2.396600,      -1.166500,      -0.178900,       2.882439,      -1.035013,      -0.424547
     137.405606,      35.261967,       0.072600,       0.027800,      -0.025000,       0.152686,       0.028245,      -0.016795
     142.870059,      43.013652,       0.013300,      -0.021200,      -0.014500,       0.032545,      -0.034388,      -0.048927
     137.434004,      34.864815,       0.051100,       0.000900,       0.004000,       0.118967,       0.025749,      -0.020303
     140.478527,      40.624345,       0.300100,      -0.278100,       0.023700,       0.628306,      -0.433428,      -0.011769
     135.340700,      35.333460,       0.058400,       0.012800,      -0.002000,       0.108295,       0.012953,      -0.001115
     140.249161,      35.288384,       0.086500,       0.001600,      -0.049200,       0.188427,       0.024011,      -0.095926
     138.583298,      35.590335,       0.119000,       0.045600,      -0.019900,       0.253319,       0.049277,      -0.039908
     133.337634,      34.777791,       0.036700,       0.011600,      -0.008100,       0.066519,       0.007390,       0.000448
     136.694251,      35.050911,       0.046900,       0.022300,       0.000600,       0.120155,       0.021300,      -0.011061
     141.361481,      42.549801,       0.056200,      -0.049300,      -0.034700,       0.103924,      -0.119960,      -0.032437
     142.151690,      44.006778,       0.020600,      -0.013800,      -0.024000,       0.031066,      -0.035295,      -0.028127
     134.519568,      34.669879,       0.026500,       0.032900,       0.010900,       0.075128,       0.010645,      -0.002490
     139.664837,      35.267094,       0.082700,       0.017500,      -0.021200,       0.211176,       0.063519,      -0.086523
     143.331004,      42.321594,       0.023800,      -0.001100,      -0.026100,       0.030577,      -0.021731,      -0.073454
     130.424379,      30.395756,      -0.020800,       0.001400,       0.055000,       0.015971,       0.002917,      -0.003541
     140.212745,      37.293041,       1.192000,       0.003100,      -0.073300,       1.536635,      -0.113019,      -0.289698
     133.140186,      34.515622,       0.027200,       0.004800,      -0.000400,       0.060134,       0.007260,      -0.000247
     138.316396,      35.855978,       0.145700,       0.052200,       0.006200,       0.282497,       0.041398,      -0.028363
     138.513087,      38.319346,       0.467900,      -0.069600,       0.035100,       0.651084,      -0.120868,       0.030269
     136.540675,      36.537266,       0.111900,       0.017400,       0.015900,       0.217821,       0.008083,       0.006681
     139.810527,      36.203672,       0.332800,       0.086700,      -0.030700,       0.801523,       0.018138,      -0.224167
     130.913629,      33.996556,       0.002800,      -0.002900,       0.019700,       0.041062,       0.004350,       0.000618
     139.466069,      35.326681,       0.092800,       0.041500,      -0.005800,       0.232150,       0.066962,      -0.079408
     136.431937,      34.603334,       0.046500,       0.005000,       0.013300,       0.091669,       0.018034,      -0.012034
     137.031898,      36.649562,       0.169700,       0.047500,      -0.012100,       0.263008,       0.007986,       0.006032
     142.162758,      26.635151,      -0.007200,       0.004500,       0.012500,      -0.005232,       0.003033,      -0.007956
     134.230231,      34.038417,       0.018500,       0.003400,      -0.000700,       0.057881,       0.009566,      -0.004315
     140.801635,      38.748937,       2.171200,      -0.825100,      -0.083400,       2.440176,      -0.830328,      -0.280145
     141.873847,      43.740840,       0.035000,      -0.019200,      -0.018600,       0.039981,      -0.046533,      -0.028194
     136.054828,      34.869327,       0.037400,       0.017300,      -0.009400,       0.100023,       0.016983,      -0.007799
     136.788824,      35.300837,       0.076100,       0.011300,      -0.002000,       0.139079,       0.022397,      -0.009701
     130.352274,      32.722574,       0.057000,       0.058500,       0.050500,       0.028995,       0.004094,      -0.001185
     140.755075,      37.560553,       2.071100,      -0.224600,      -0.240900,       2.409545,      -0.166661,      -0.621356
     131.185225,      32.245856,       0.027500,       0.028300,       0.028500,       0.026910,       0.004447,      -0.002678
     153.978656,      24.290095,      -0.025500,       0.017500,       0.030300,      -0.011129,       0.008750,       0.000816
     132.720506,      35.019773,       0.045000,       0.019800,      -0.011100,       0.065175,       0.005670,       0.002079
     130.250822,      33.536142,       0.027400,       0.032300,       0.001900,       0.034741,       0.003947,       0.000180
     141.203293,      43.140396,       0.032400,      -0.039600,      -0.002800,       0.073336,      -0.084226,      -0.024867
     142.038715,      44.743242,      -0.013100,       0.016300,      -0.010100,       0.024081,      -0.026740,      -0.021776
     142.084600,      42.933772,       0.017300,      -0.020500,       0.026100,       0.056528,      -0.067914,      -0.040647
     136.593445,      35.227906,       0.062200,       0.021800,      -0.019400,       0.129374,       0.020811,      -0.008738
     137.554340,      34.808727,       0.044800,       0.017600,       0.002900,       0.115957,       0.026050,      -0.022240
     140.833189,      38.934027,       1.955700,      -0.865800,      -0.079300,       2.328943,      -0.835243,      -0.233212
     135.634211,      35.155182,       0.050200,       0.009900,       0.005700,       0.106295,       0.014810,      -0.003573
     140.803347,      40.643566,       0.329700,      -0.312200,       0.016000,       0.669062,      -0.488416,      -0.036858
     134.965706,      34.669737,       0.040200,       0.033700,       0.022300,       0.079547,       0.012117,      -0.003909
     139.509568,      38.230689,       0.895100,      -0.143000,       0.006700,       1.123402,      -0.218569,      -0.011828
     139.369897,      35.616428,       0.140100,       0.049600,      -0.018500,       0.339569,       0.077953,      -0.086599
     136.393260,      34.854901,       0.063000,       0.012100,      -0.010400,       0.103982,       0.018809,      -0.010149
     143.333701,      44.005620,       0.002700,      -0.006900,      -0.016200,       0.015802,      -0.013670,      -0.034891
     132.194653,      34.370346,       0.030600,       0.022500,      -0.026900,       0.051663,       0.005710,       0.000465
     129.862951,      33.073386,      -0.031000,       0.032600,       0.027300,       0.030342,       0.003753,      -0.000306
     140.354197,      42.494360,       0.054700,      -0.069300,       0.007600,       0.140130,      -0.139872,      -0.012281
     137.723377,      34.672312,       0.055500,       0.015100,      -0.002500,       0.106535,       0.025429,      -0.025286
     139.049338,      35.245516,       0.079500,       0.011300,      -0.048700,       0.200012,       0.053631,      -0.057308
     142.364605,      42.356904,       0.031600,      -0.047200,      -0.028800,       0.070650,      -0.086812,      -0.058609
     130.554548,      30.236353,      -0.003000,      -0.008000,       0.025000,       0.015302,       0.002823,      -0.003752
     140.450970,      37.210562,       1.389700,      -0.056300,      -0.139200,       1.705957,      -0.119811,      -0.446562
     132.691961,      34.184636,       0.019000,       0.043200,       0.018000,       0.051945,       0.006634,      -0.000681
     138.695131,      35.746875,       0.147300,       0.031900,       0.014600,       0.298927,       0.051834,      -0.043718
     136.361645,      36.229563,       0.108000,       0.027800,      -0.025300,       0.187281,       0.012273,       0.003470
     139.262694,      35.304899,       0.091400,       0.053400,       0.019700,       0.220834,       0.061087,      -0.068004
     134.023905,      34.286027,       0.032200,       0.014700,       0.031000,       0.061930,       0.009280,      -0.002843
     140.544482,      36.181307,       0.438600,       0.100000,      -0.120900,       1.090013,      -0.187570,      -0.454453
     135.589934,      33.747605,       0.038700,       0.011600,      -0.009400,       0.056257,       0.011655,      -0.010545
     138.471681,      38.063279,       0.438000,      -0.042900,       0.065900,       0.633669,      -0.094474,       0.024436
     141.324370,      24.780186,       0.003500,      -0.005400,      -0.094400,      -0.003218,       0.001697,      -0.006214
     142.903019,      43.771414,       0.013500,      -0.000800,       0.012000,       0.022831,      -0.023226,      -0.036025
     137.138544,      37.306970,       0.192600,      -0.003500,       0.048500,       0.324450,      -0.014337,       0.016485
     141.449370,      38.682699,       4.032000,      -1.605200,      -0.663900,       3.905995,      -1.277695,      -0.854680
     133.681285,      33.936674,       0.023900,       0.008200,      -0.003500,       0.053113,       0.008373,      -0.003258
     135.173215,      35.752353,       0.055200,       0.012800,      -0.000400,       0.121142,       0.010274,       0.002523
     134.588209,      35.283343,       0.054000,       0.005900,       0.000800,       0.093518,       0.009945,       0.000662
     140.072680,      37.566947,       1.189800,      -0.031100,      -0.047600,       1.530420,      -0.148123,      -0.191413
     130.290717,      32.660650,       0.003300,       0.040100,       0.082700,       0.028448,       0.004041,      -0.001220
     131.515847,      32.170433,       0.011000,       0.024700,      -0.028900,       0.026735,       0.004585,      -0.003180
     131.923144,      34.767344,       0.018800,       0.010900,       0.020600,       0.055084,       0.004800,       0.001854
     130.521960,      33.500378,       0.029800,      -0.008100,      -0.034400,       0.035306,       0.004196,      -0.000069
     141.317863,      38.743220,       3.444000,      -1.417800,      -0.418200,       3.525728,      -1.191087,      -0.712729
     143.494972,      42.806508,       0.007600,       0.018600,      -0.034800,       0.020628,      -0.013400,      -0.058287
     137.514935,      34.718052,       0.043800,       0.010600,      -0.022400,       0.108542,       0.024772,      -0.022207
     142.571168,      44.546500,       0.007800,      -0.006100,      -0.048200,       0.020479,      -0.021687,      -0.025932
     138.727303,      35.360770,       0.097900,       0.019500,      -0.015700,       0.213907,       0.050053,      -0.045602
     135.024075,      34.577053,       0.029100,       0.011500,       0.002000,       0.077265,       0.012267,      -0.004600
     137.980415,      35.031518,       0.064100,       0.016000,       0.014300,       0.142852,       0.032539,      -0.027686
     135.219943,      34.326462,       0.038800,       0.024800,      -0.002700,       0.071216,       0.012550,      -0.006594
     140.451565,      40.910177,       0.227000,      -0.231400,      -0.001300,       0.490641,      -0.368391,      -0.009893
     138.988865,      37.896470,       0.549300,      -0.047700,       0.013500,       0.816212,      -0.108801,       0.005193
     139.613842,      35.160867,       0.050600,       0.014500,      -0.014900,       0.179055,       0.053980,      -0.079293
     143.597702,      43.123895,       0.034400,       0.011400,      -0.003000,       0.016633,      -0.010364,      -0.050754
     143.926947,      42.894515,      -0.006900,       0.009300,      -0.022600,       0.011799,      -0.001548,      -0.056490
     136.329759,      34.648749,       0.038800,       0.020000,      -0.012900,       0.092861,       0.017745,      -0.011021
     142.060223,      42.481279,       0.011700,      -0.033100,      -0.030000,       0.078336,      -0.096052,      -0.048888
     137.442454,      34.680381,       0.038900,       0.026200,       0.017700,       0.105191,       0.023923,      -0.021472
     138.445247,      35.443579,       0.105200,       0.027400,       0.001900,       0.215952,       0.045068,      -0.036096
     129.958947,      32.768305,      -0.043800,      -0.022200,      -0.029900,       0.028524,       0.003831,      -0.000810
     132.455546,      34.260922,       0.026200,       0.020900,       0.007700,       0.051698,       0.006205,      -0.000145
     129.693574,      28.487218,      -0.042000,      -0.020700,      -0.080000,       0.009793,       0.001771,      -0.003620
     140.715997,      37.183092,       1.644200,      -0.167500,      -0.288700,       1.844800,      -0.110535,      -0.570131
     139.857668,      42.450735,       0.068500,      -0.069800,      -0.007500,       0.152515,      -0.140960,      -0.004044
     133.940869,      33.722511,       0.041100,       0.018300,       0.031900,       0.050361,       0.008623,      -0.004562
     132.531630,      34.069231,       0.027500,       0.005300,       0.016600,       0.049434,       0.006415,      -0.000797
     136.048948,      36.109733,       0.100300,       0.020400,       0.011300,       0.165862,       0.011844,       0.003301
     139.345170,      36.120951,       0.258500,       0.060800,      -0.010800,       0.551301,       0.050684,      -0.100705
     139.825519,      35.311702,       0.096000,      -0.008000,      -0.070100,       0.223479,       0.066079,      -0.096286
     134.626021,      33.926856,       0.021200,       0.026300,       0.010600,       0.057366,       0.010249,      -0.005943
     138.436165,      36.801709,       0.295400,       0.052800,       0.036000,       0.477106,       0.006136,      -0.012716
     141.288828,      24.750798,       0.006600,       0.026000,      -0.010100,      -0.003178,       0.001665,      -0.006197
     134.389104,      33.878931,       0.011200,       0.023900,      -0.010100,       0.055264,       0.009679,      -0.005341
     139.351465,      37.929383,       0.775100,      -0.069400,       0.023700,       1.009089,      -0.144758,      -0.015822
     136.718760,      37.156744,       0.167700,       0.008700,      -0.014900,       0.271466,      -0.007593,       0.014874
     143.578155,      43.670502,       0.006800,       0.003300,       0.012300,       0.014428,      -0.010407,      -0.040430
     141.147540,      38.539480,       3.389800,      -1.157500,      -0.347700,       3.319851,      -1.099227,      -0.678603
     135.735180,      33.969482,       0.037700,      -0.004600,      -0.013600,       0.063024,       0.012853,      -0.010551
     134.932286,      35.555681,       0.061500,       0.023700,      -0.007600,       0.108510,       0.010275,       0.001639
     128.619363,      32.634274,      -0.025200,      -0.009500,       0.033900,       0.025191,       0.003034,      -0.000170
     133.792477,      35.263538,       0.040000,       0.018800,       0.038700,       0.081646,       0.007500,       0.001952
     131.078569,      31.965049,      -0.005700,      -0.001600,       0.038100,       0.024802,       0.004207,      -0.002904
     141.004335,      38.686135,       2.712500,      -1.007000,      -0.168600,       2.880435,      -0.981715,      -0.453596
     130.828752,      33.465461,       0.017700,       0.018500,       0.040400,       0.035974,       0.004485,      -0.000371
     142.935844,      44.332294,       0.018700,       0.010400,      -0.019800,       0.018245,      -0.018110,      -0.029581
     141.081058,      42.420548,       0.054000,      -0.083200,      -0.003100,       0.126152,      -0.139286,      -0.027273
     136.503757,      35.104762,       0.056800,       0.048400,      -0.008000,       0.119850,       0.020060,      -0.009090
     135.789848,      34.882031,       0.049600,       0.014000,      -0.001400,       0.096955,       0.015654,      -0.006221
     138.515677,      34.986496,       0.064300,       0.031900,       0.009000,       0.145190,       0.037377,      -0.039301
     139.171034,      35.040628,       0.050700,       0.024000,      -0.010500,       0.156870,       0.045481,      -0.059114
     134.860972,      34.493319,       0.029700,       0.007700,       0.012100,       0.073344,       0.011668,      -0.004422
     141.066330,      39.953080,       0.706200,      -0.649000,       0.009200,       1.433618,      -0.817636,      -0.136546
     144.986963,      43.549398,       0.003000,       0.013700,      -0.016400,      -0.000875,       0.005789,      -0.040408
     140.811119,      43.082596,       0.045900,      -0.039400,      -0.024900,       0.085878,      -0.094720,      -0.019375
     138.574397,      37.397679,       0.400800,       0.010400,       0.014400,       0.605924,      -0.037983,       0.001652
     138.814037,      35.496589,       0.110100,       0.042100,      -0.024000,       0.249096,       0.054744,      -0.049277
     136.628399,      34.431442,       0.043800,       0.019700,      -0.032000,       0.084892,       0.017940,      -0.014493
     134.376112,      34.760424,       0.033500,       0.027900,      -0.031900,       0.076092,       0.010156,      -0.001663
     142.567452,      42.247726,       0.023900,      -0.035500,       0.009300,       0.065809,      -0.079520,      -0.066383
     139.533822,      38.511196,       0.903200,      -0.210500,       0.057500,       1.115194,      -0.269572,       0.002855
     132.884384,      34.210069,       0.021800,       0.024600,       0.035100,       0.053427,       0.006955,      -0.000883
     130.621765,      33.060136,       0.004800,      -0.006700,      -0.002100,       0.032078,       0.004332,      -0.000899
     140.376270,      37.023581,       1.185000,      -0.011000,      -0.146100,       1.506391,      -0.082969,      -0.419066
     133.043231,      33.545834,       0.021300,       0.030500,       0.020700,       0.044258,       0.007064,      -0.003047
     139.528628,      37.473462,       0.765600,       0.000300,      -0.006500,       1.041788,      -0.087316,      -0.065107
     136.657740,      35.901414,       0.087700,       0.030600,      -0.019800,       0.178647,       0.018445,      -0.002136
     131.735327,      34.195273,       0.017900,       0.005900,       0.023000,       0.046949,       0.005192,       0.000432
     140.942406,      42.374215,       0.059800,      -0.058400,      -0.008300,       0.135891,      -0.146460,      -0.024357
     134.122125,      33.315894,       0.026000,      -0.014400,       0.006000,       0.043796,       0.008221,      -0.006166
     138.690381,      35.649518,       0.131200,       0.026400,       0.009300,       0.275397,       0.052205,      -0.043905
     130.028956,      28.371131,      -0.055700,      -0.019600,      -0.040400,       0.009406,       0.001693,      -0.003880
     137.872331,      36.706469,       0.204900,       0.055600,       0.009400,       0.362786,       0.010243,      -0.001509
     140.146791,      35.333139,       0.068300,       0.038800,      -0.009100,       0.213842,       0.043965,      -0.100596
     140.851369,      38.411756,       2.614200,      -0.702100,      -0.163000,       2.831433,      -0.855598,      -0.493204
     134.058195,      33.877516,       0.021900,       0.010400,       0.007000,       0.053766,       0.009030,      -0.004389
     138.273068,      37.815902,       0.380300,      -0.014100,       0.031000,       0.563866,      -0.063897,       0.020470
     140.343150,      36.096936,       0.338000,       0.086700,      -0.067000,       1.034141,      -0.045381,      -0.486136
     136.996068,      37.123156,       0.180400,       0.023300,       0.007700,       0.296170,      -0.006894,       0.013846
     145.258951,      43.232105,       0.000700,       0.016000,      -0.017100,      -0.005517,       0.008746,      -0.043071
     135.164034,      35.292336,       0.060000,       0.009000,      -0.023900,       0.103442,       0.012247,      -0.000818
     131.062903,      33.121957,       0.019800,       0.036500,       0.018900,       0.033682,       0.004708,      -0.001203
     134.319640,      35.099641,       0.042600,       0.017200,      -0.028900,       0.084443,       0.009489,       0.000206
     141.872172,      44.317664,       0.011900,      -0.003400,      -0.000500,       0.030622,      -0.034852,      -0.023580
     141.160719,      38.660630,       3.221800,      -1.220300,      -0.285800,       3.235236,      -1.100377,      -0.609650
     135.708790,      33.637171,       0.041600,       0.027000,       0.006500,       0.053533,       0.011385,      -0.011466
     138.185784,      35.322075,       0.096700,       0.031600,      -0.027200,       0.184942,       0.038985,      -0.030045
     130.564645,      33.205874,       0.013400,      -0.000600,       0.025300,       0.033074,       0.004284,      -0.000611
     131.021514,      31.740314,      -0.030100,      -0.013300,      -0.007000,       0.023269,       0.004026,      -0.003091
     138.922254,      34.865589,       0.041800,       0.007400,      -0.034200,       0.129020,       0.036544,      -0.049617
     137.487230,      36.928958,       0.199900,       0.005200,       0.018700,       0.336218,       0.000215,       0.007814
     140.769184,      39.351300,       1.300200,      -0.779400,      -0.019300,       1.841467,      -0.769988,      -0.121947
     143.787257,      43.848897,       0.022000,       0.003600,      -0.028400,       0.011436,      -0.006981,      -0.038149
     142.532257,      42.890634,       0.018400,      -0.004800,      -0.009100,       0.044133,      -0.051174,      -0.047838
     139.797244,      33.119951,      -0.008300,       0.002700,      -0.015600,       0.009082,      -0.002533,      -0.042857
     134.881528,      34.349768,       0.033800,      -0.006200,      -0.018000,       0.069472,       0.011578,      -0.005159
     143.151974,      42.486411,      -0.019700,      -0.018100,      -0.058700,       0.033632,      -0.030460,      -0.066065
     135.618822,      34.621053,       0.044900,       0.019000,      -0.020200,       0.084487,       0.014528,      -0.006935
     136.342932,      34.208157,       0.042600,      -0.008700,       0.022800,       0.073662,       0.015607,      -0.013347
     136.041895,      34.710645,       0.035900,       0.019500,      -0.002100,       0.092621,       0.016574,      -0.008744
     140.250481,      42.243678,       0.075400,      -0.084700,      -0.020600,       0.169369,      -0.161695,      -0.009584
     138.563434,      35.362078,       0.080200,       0.039500,      -0.015600,       0.206812,       0.046486,      -0.040072
     132.268812,      34.575433,       0.015600,       0.009500,      -0.007000,       0.054919,       0.005610,       0.001001
     132.488774,      33.039464,       0.022700,      -0.008900,      -0.003400,       0.036337,       0.006017,      -0.003203
     130.872657,      32.995935,       0.024900,       0.018400,       0.075800,       0.032168,       0.004529,      -0.001232
     131.152395,      34.764346,       0.022700,      -0.002100,       0.019900,       0.049926,       0.003782,       0.002259
     139.025776,      35.511868,       0.121200,       0.030500,       0.002400,       0.268630,       0.061607,      -0.059626
     140.662112,      37.325468,       1.721200,      -0.149700,      -0.237300,       1.979705,      -0.124747,      -0.549833
     132.052733,      34.090060,       0.019200,       0.021900,      -0.040500,       0.047289,       0.005695,      -0.000156
     143.156531,      42.005856,       0.015200,      -0.026700,      -0.013100,       0.044942,      -0.038026,      -0.086142
     138.247467,      36.665155,       0.254400,       0.033300,       0.011600,       0.416908,       0.013490,      -0.010556
     140.690150,      36.932620,       1.425200,      -0.105800,      -0.358400,       1.544647,      -0.048624,      -0.476641
     136.339579,      35.888217,       0.080700,       0.027300,       0.005600,       0.164325,       0.016031,      -0.000382
     133.578265,      33.529150,       0.027900,       0.016100,      -0.008700,       0.045799,       0.007810,      -0.004214
     138.881650,      35.321604,       0.099100,       0.039200,      -0.021000,       0.212040,       0.052650,      -0.051276
     129.921671,      28.293980,      -0.046300,      -0.030900,      -0.081600,       0.009255,       0.001662,      -0.003814
     134.667794,      33.830241,       0.023200,       0.013000,       0.005600,       0.055364,       0.010142,      -0.006417
     139.636724,      36.087227,       0.265400,       0.102900,      -0.040000,       0.654434,       0.053443,      -0.161500
     139.477888,      37.685906,       0.767800,      -0.024300,      -0.010200,       1.055794,      -0.116122,      -0.043861
     136.755651,      36.817478,       0.156100,       0.005600,      -0.006300,       0.252700,       0.002391,       0.009870
     144.079621,      43.438836,       0.009100,       0.007700,      -0.018000,       0.008804,      -0.001844,      -0.044854
     141.575489,      39.143088,       2.789400,      -1.650300,      -0.426600,       3.930780,      -1.400991,      -0.939733
     140.843988,      38.029659,       2.637000,      -0.437700,      -0.207800,       2.989121,      -0.617924,      -0.685456
     134.234770,      35.020881,       0.028500,       0.016500,       0.002300,       0.081290,       0.009378,      -0.000028
     135.366905,      35.163787,       0.069300,       0.029200,      -0.015800,       0.102057,       0.013473,      -0.002409
     130.748620,      33.011290,       0.003700,      -0.002700,       0.002600,       0.031999,       0.004430,      -0.001091
     137.423132,      34.967480,       0.061100,       0.011200,      -0.007100,       0.127104,       0.026576,      -0.019465
     140.727723,      38.571811,       2.177900,      -0.677700,      -0.079600,       2.463687,      -0.781123,      -0.310810
     130.268719,      33.274851,       0.022300,       0.025600,       0.020400,       0.032808,       0.004032,      -0.000271
     136.929979,      35.334760,       0.080300,       0.024300,      -0.022200,       0.145403,       0.023644,      -0.010678
     131.368868,      31.676546,       0.026100,       0.004700,       0.075800,       0.023097,       0.004120,      -0.003569
     136.889166,      37.382375,       0.194000,       0.007900,      -0.010600,       0.301197,      -0.015938,       0.017997
     143.364587,      44.260854,      -0.001300,       0.004500,       0.023300,       0.014331,      -0.012313,      -0.031921
     134.393430,      34.217798,       0.020900,       0.008300,       0.002600,       0.062816,       0.010126,      -0.004113
     134.735191,      34.334330,       0.038600,       0.013700,      -0.043600,       0.068001,       0.011141,      -0.004714
     145.131435,      43.661823,      -0.002400,       0.020600,      -0.033600,      -0.001755,       0.005724,      -0.038260
     143.655538,      42.800343,       0.011900,      -0.002300,       0.004500,       0.017288,      -0.008180,      -0.058883
     134.659665,      34.864121,       0.042700,      -0.002100,      -0.013300,       0.082040,       0.010992,      -0.001898
     136.173149,      34.493872,       0.024800,       0.013200,      -0.001300,       0.084434,       0.016418,      -0.010827
     130.599594,      31.824061,       0.008300,       0.023100,      -0.018100,       0.023430,       0.003892,      -0.002550
