Fault,X-center,Y-center,Z-center,length,strike,dip,lat-slip,dip-slip,sig-right,sig_reverse,normal,coul-right,coul-reverse,opt-rake,opt-coul,spec-rake,spec-coul,element-rake,el-rake-coul
#,(km),(km),(km),(km),(km),(deg),(m),(m),(bar),(bar),(bar),(bar),(bar),(deg),(bar),(deg),(bar),(deg),(bar)
    1 ,        3.792475 ,       -3.215701 ,       10.000000 ,       44.287471 ,       41.539816 ,          45.000 ,        0.000000 ,        2.000000 ,       -0.000000 ,      -31.571917 ,        2.962513 ,        2.370010 ,      -29.201907 ,             NaN ,             NaN ,         135.000 ,      -19.954707 ,         135.000 ,      -19.954707 ,WN-1
