year, month, day, hour, minute, lon., lat., depth, magnitude, strike1, dip1, rake1, shear1, normal1, coulomb1, strike2, dip2, rake2, shear2, normal2, coulomb2
-, -, -, -, -, (deg), (deg), (km), -, (deg), (deg), (deg), (bar), (bar), (bar), (deg), (deg), (deg), (bar), (bar), (bar)
